cve,ubicageo_c,orgapoli_e,sexostt,sexos1,sexos2,,,,orgapoli_e,(Varios elementos),,,
25,25018,1,137,84,53,,,,,,,,
25,25018,2,57,49,8,,,,,,,,
25,25018,3,0,0,0,,,,,,,,
25,25018,4,0,0,0,,,,,,,,
25,25018,5,0,0,0,,,,,,,,
25,25018,6,NA,NA,NA,,,,,,,,
25,25018,7,1,1,0,,,,,,,,
25,25018,8,28,10,18,,,,,,,,
25,25018,9,0,0,0,,,,,,,,
26,26001,1,5,5,0,,,,,,,,
26,26001,2,0,0,0,,,,,,,,
26,26001,3,0,0,0,,,,,,,,
26,26001,4,0,0,0,,,,,,,,
26,26001,5,0,0,0,,,,,,,,
26,26001,6,0,0,0,,,,,,,,
26,26001,7,0,0,0,,,,,,,,
26,26001,8,0,0,0,,,,,,,,
26,26001,9,0,0,0,,,,,,,,
26,26002,1,97,85,12,,,,,,,,
26,26002,2,0,0,0,,,,,,,,
26,26002,3,0,0,0,,,,,,,,
26,26002,4,0,0,0,,,,,,,,
26,26002,5,0,0,0,,,,,,,,
26,26002,6,NA,NA,NA,,,,,,,,
26,26002,7,3,3,0,,,,,,,,
26,26002,8,23,10,13,,,,,,,,
26,26002,9,0,0,0,,,,,,,,
26,26003,1,33,31,2,,,,,,,,
26,26003,2,2,2,0,,,,,,,,
26,26003,3,0,0,0,,,,,,,,
26,26003,4,0,0,0,,,,,,,,
26,26003,5,0,0,0,,,,,,,,
26,26003,6,NA,NA,NA,,,,,,,,
26,26003,7,4,4,0,,,,,,,,
26,26003,8,2,2,0,,,,,,,,
26,26003,9,50,48,2,,,,,,,,
26,26004,1,12,11,1,,,,,,,,
26,26004,2,13,11,2,,,,,,,,
26,26004,3,0,0,0,,,,,,,,
26,26004,4,0,0,0,,,,,,,,
26,26004,5,0,0,0,,,,,,,,
26,26004,6,NA,NA,NA,,,,,,,,
26,26004,7,1,1,0,,,,,,,,
26,26004,8,1,0,1,,,,,,,,
26,26004,9,0,0,0,,,,,,,,
26,26005,1,1,0,1,,,,,,,,
26,26005,2,0,0,0,,,,,,,,
26,26005,3,0,0,0,,,,,,,,
26,26005,4,0,0,0,,,,,,,,
26,26005,5,0,0,0,,,,,,,,
26,26005,6,NA,NA,NA,,,,,,,,
26,26005,7,0,0,0,,,,,,,,
26,26005,8,0,0,0,,,,,,,,
26,26005,9,0,0,0,,,,,,,,
26,26006,1,5,5,0,,,,,,,,
26,26006,2,0,0,0,,,,,,,,
26,26006,3,0,0,0,,,,,,,,
26,26006,4,0,0,0,,,,,,,,
26,26006,5,0,0,0,,,,,,,,
26,26006,6,NA,NA,NA,,,,,,,,
26,26006,7,0,0,0,,,,,,,,
26,26006,8,1,0,1,,,,,,,,
26,26006,9,1,1,0,,,,,,,,
26,26007,1,0,0,0,,,,,,,,
26,26007,2,0,0,0,,,,,,,,
26,26007,3,0,0,0,,,,,,,,
26,26007,4,0,0,0,,,,,,,,
26,26007,5,0,0,0,,,,,,,,
26,26007,6,3,2,1,,,,,,,,
26,26007,7,0,0,0,,,,,,,,
26,26007,8,0,0,0,,,,,,,,
26,26007,9,0,0,0,,,,,,,,
26,26008,1,2,2,0,,,,,,,,
26,26008,2,0,0,0,,,,,,,,
26,26008,3,0,0,0,,,,,,,,
26,26008,4,0,0,0,,,,,,,,
26,26008,5,0,0,0,,,,,,,,
26,26008,6,NA,NA,NA,,,,,,,,
26,26008,7,0,0,0,,,,,,,,
26,26008,8,0,0,0,,,,,,,,
26,26008,9,0,0,0,,,,,,,,
26,26009,1,4,4,0,,,,,,,,
26,26009,2,0,0,0,,,,,,,,
26,26009,3,0,0,0,,,,,,,,
26,26009,4,0,0,0,,,,,,,,
26,26009,5,0,0,0,,,,,,,,
26,26009,6,NA,NA,NA,,,,,,,,
26,26009,7,0,0,0,,,,,,,,
26,26009,8,0,0,0,,,,,,,,
26,26009,9,0,0,0,,,,,,,,
26,26010,1,8,8,0,,,,,,,,
26,26010,2,0,0,0,,,,,,,,
26,26010,3,0,0,0,,,,,,,,
26,26010,4,0,0,0,,,,,,,,
26,26010,5,0,0,0,,,,,,,,
26,26010,6,NA,NA,NA,,,,,,,,
26,26010,7,0,0,0,,,,,,,,
26,26010,8,0,0,0,,,,,,,,
26,26010,9,0,0,0,,,,,,,,
26,26011,1,5,5,0,,,,,,,,
26,26011,2,0,0,0,,,,,,,,
26,26011,3,0,0,0,,,,,,,,
26,26011,4,0,0,0,,,,,,,,
26,26011,5,0,0,0,,,,,,,,
26,26011,6,NA,NA,NA,,,,,,,,
26,26011,7,0,0,0,,,,,,,,
26,26011,8,0,0,0,,,,,,,,
26,26011,9,1,0,1,,,,,,,,
26,26012,1,71,58,13,,,,,,,,
26,26012,2,7,7,0,,,,,,,,
26,26012,3,0,0,0,,,,,,,,
26,26012,4,0,0,0,,,,,,,,
26,26012,5,0,0,0,,,,,,,,
26,26012,6,NA,NA,NA,,,,,,,,
26,26012,7,3,3,0,,,,,,,,
26,26012,8,0,0,0,,,,,,,,
26,26012,9,0,0,0,,,,,,,,
26,26013,1,5,5,0,,,,,,,,
26,26013,2,0,0,0,,,,,,,,
26,26013,3,0,0,0,,,,,,,,
26,26013,4,0,0,0,,,,,,,,
26,26013,5,0,0,0,,,,,,,,
26,26013,6,NA,NA,NA,,,,,,,,
26,26013,7,0,0,0,,,,,,,,
26,26013,8,0,0,0,,,,,,,,
26,26013,9,0,0,0,,,,,,,,
26,26014,1,5,5,0,,,,,,,,
26,26014,2,0,0,0,,,,,,,,
26,26014,3,0,0,0,,,,,,,,
26,26014,4,0,0,0,,,,,,,,
26,26014,5,0,0,0,,,,,,,,
26,26014,6,NA,NA,NA,,,,,,,,
26,26014,7,1,1,0,,,,,,,,
26,26014,8,1,0,1,,,,,,,,
26,26014,9,0,0,0,,,,,,,,
26,26015,1,3,3,0,,,,,,,,
26,26015,2,0,0,0,,,,,,,,
26,26015,3,0,0,0,,,,,,,,
26,26015,4,0,0,0,,,,,,,,
26,26015,5,0,0,0,,,,,,,,
26,26015,6,NA,NA,NA,,,,,,,,
26,26015,7,0,0,0,,,,,,,,
26,26015,8,0,0,0,,,,,,,,
26,26015,9,0,0,0,,,,,,,,
26,26016,1,13,11,2,,,,,,,,
26,26016,2,0,0,0,,,,,,,,
26,26016,3,0,0,0,,,,,,,,
26,26016,4,0,0,0,,,,,,,,
26,26016,5,0,0,0,,,,,,,,
26,26016,6,0,0,0,,,,,,,,
26,26016,7,2,2,0,,,,,,,,
26,26016,8,1,0,1,,,,,,,,
26,26016,9,2,0,2,,,,,,,,
26,26017,1,117,82,35,,,,,,,,
26,26017,2,0,0,0,,,,,,,,
26,26017,3,0,0,0,,,,,,,,
26,26017,4,0,0,0,,,,,,,,
26,26017,5,0,0,0,,,,,,,,
26,26017,6,NA,NA,NA,,,,,,,,
26,26017,7,0,0,0,,,,,,,,
26,26017,8,0,0,0,,,,,,,,
26,26017,9,0,0,0,,,,,,,,
26,26018,1,612,531,81,,,,,,,,
26,26018,2,91,77,14,,,,,,,,
26,26018,3,0,0,0,,,,,,,,
26,26018,4,0,0,0,,,,,,,,
26,26018,5,0,0,0,,,,,,,,
26,26018,6,NA,NA,NA,,,,,,,,
26,26018,7,1,1,0,,,,,,,,
26,26018,8,124,63,61,,,,,,,,
26,26018,9,0,0,0,,,,,,,,
26,26019,1,42,35,7,,,,,,,,
26,26019,2,0,0,0,,,,,,,,
26,26019,3,0,0,0,,,,,,,,
26,26019,4,0,0,0,,,,,,,,
26,26019,5,0,0,0,,,,,,,,
26,26019,6,NA,NA,NA,,,,,,,,
26,26019,7,3,2,1,,,,,,,,
26,26019,8,4,2,2,,,,,,,,
26,26019,9,56,49,7,,,,,,,,
26,26020,1,8,8,0,,,,,,,,
26,26020,2,0,0,0,,,,,,,,
26,26020,3,0,0,0,,,,,,,,
26,26020,4,0,0,0,,,,,,,,
26,26020,5,0,0,0,,,,,,,,
26,26020,6,NA,NA,NA,,,,,,,,
26,26020,7,0,0,0,,,,,,,,
26,26020,8,0,0,0,,,,,,,,
26,26020,9,0,0,0,,,,,,,,
26,26021,1,5,5,0,,,,,,,,
26,26021,2,0,0,0,,,,,,,,
26,26021,3,0,0,0,,,,,,,,
26,26021,4,0,0,0,,,,,,,,
26,26021,5,0,0,0,,,,,,,,
26,26021,6,NA,NA,NA,,,,,,,,
26,26021,7,0,0,0,,,,,,,,
26,26021,8,0,0,0,,,,,,,,
26,26021,9,0,0,0,,,,,,,,
26,26022,1,1,1,0,,,,,,,,
26,26022,2,0,0,0,,,,,,,,
26,26022,3,0,0,0,,,,,,,,
26,26022,4,0,0,0,,,,,,,,
26,26022,5,0,0,0,,,,,,,,
26,26022,6,NA,NA,NA,,,,,,,,
26,26022,7,1,1,0,,,,,,,,
26,26022,8,0,0,0,,,,,,,,
26,26022,9,0,0,0,,,,,,,,
26,26023,1,16,16,0,,,,,,,,
26,26023,2,0,0,0,,,,,,,,
26,26023,3,0,0,0,,,,,,,,
26,26023,4,0,0,0,,,,,,,,
26,26023,5,0,0,0,,,,,,,,
26,26023,6,NA,NA,NA,,,,,,,,
26,26023,7,0,0,0,,,,,,,,
26,26023,8,1,0,1,,,,,,,,
26,26023,9,0,0,0,,,,,,,,
26,26024,1,1,1,0,,,,,,,,
26,26024,2,1,1,0,,,,,,,,
26,26024,3,2,2,0,,,,,,,,
26,26024,4,0,0,0,,,,,,,,
26,26024,5,0,0,0,,,,,,,,
26,26024,6,NA,NA,NA,,,,,,,,
26,26024,7,0,0,0,,,,,,,,
26,26024,8,1,0,1,,,,,,,,
26,26024,9,0,0,0,,,,,,,,
26,26025,1,88,72,16,,,,,,,,
26,26025,2,25,25,0,,,,,,,,
26,26025,3,0,0,0,,,,,,,,
26,26025,4,0,0,0,,,,,,,,
26,26025,5,0,0,0,,,,,,,,
26,26025,6,NA,NA,NA,,,,,,,,
26,26025,7,4,4,0,,,,,,,,
26,26025,8,8,6,2,,,,,,,,
26,26025,9,0,0,0,,,,,,,,
26,26026,1,59,59,0,,,,,,,,
26,26026,2,9,9,0,,,,,,,,
26,26026,3,0,0,0,,,,,,,,
26,26026,4,0,0,0,,,,,,,,
26,26026,5,0,0,0,,,,,,,,
26,26026,6,NA,NA,NA,,,,,,,,
26,26026,7,3,2,1,,,,,,,,
26,26026,8,3,0,3,,,,,,,,
26,26026,9,28,14,14,,,,,,,,
26,26027,1,26,19,7,,,,,,,,
26,26027,2,6,6,0,,,,,,,,
26,26027,3,0,0,0,,,,,,,,
26,26027,4,0,0,0,,,,,,,,
26,26027,5,0,0,0,,,,,,,,
26,26027,6,NA,NA,NA,,,,,,,,
26,26027,7,4,2,2,,,,,,,,
26,26027,8,4,1,3,,,,,,,,
26,26027,9,0,0,0,,,,,,,,
26,26028,1,1,1,0,,,,,,,,
26,26028,2,0,0,0,,,,,,,,
26,26028,3,1,1,0,,,,,,,,
26,26028,4,0,0,0,,,,,,,,
26,26028,5,0,0,0,,,,,,,,
26,26028,6,NA,NA,NA,,,,,,,,
26,26028,7,0,0,0,,,,,,,,
26,26028,8,1,0,1,,,,,,,,
26,26028,9,0,0,0,,,,,,,,
26,26029,1,228,191,37,,,,,,,,
26,26029,2,51,45,6,,,,,,,,
26,26029,3,4,4,0,,,,,,,,
26,26029,4,7,4,3,,,,,,,,
26,26029,5,0,0,0,,,,,,,,
26,26029,6,NA,NA,NA,,,,,,,,
26,26029,7,3,3,0,,,,,,,,
26,26029,8,5,1,4,,,,,,,,
26,26029,9,0,0,0,,,,,,,,
26,26030,1,816,653,163,,,,,,,,
26,26030,2,294,260,34,,,,,,,,
26,26030,3,2,2,0,,,,,,,,
26,26030,4,0,0,0,,,,,,,,
26,26030,5,0,0,0,,,,,,,,
26,26030,6,NA,NA,NA,,,,,,,,
26,26030,7,51,45,6,,,,,,,,
26,26030,8,101,37,64,,,,,,,,
26,26030,9,122,66,56,,,,,,,,
26,26031,1,3,3,0,,,,,,,,
26,26031,2,0,0,0,,,,,,,,
26,26031,3,0,0,0,,,,,,,,
26,26031,4,0,0,0,,,,,,,,
26,26031,5,0,0,0,,,,,,,,
26,26031,6,NA,NA,NA,,,,,,,,
26,26031,7,2,2,0,,,,,,,,
26,26031,8,0,0,0,,,,,,,,
26,26031,9,0,0,0,,,,,,,,
26,26032,1,3,3,0,,,,,,,,
26,26032,2,0,0,0,,,,,,,,
26,26032,3,0,0,0,,,,,,,,
26,26032,4,0,0,0,,,,,,,,
26,26032,5,0,0,0,,,,,,,,
26,26032,6,NA,NA,NA,,,,,,,,
26,26032,7,0,0,0,,,,,,,,
26,26032,8,0,0,0,,,,,,,,
26,26032,9,0,0,0,,,,,,,,
26,26033,1,64,57,7,,,,,,,,
26,26033,2,14,13,1,,,,,,,,
26,26033,3,0,0,0,,,,,,,,
26,26033,4,0,0,0,,,,,,,,
26,26033,5,0,0,0,,,,,,,,
26,26033,6,NA,NA,NA,,,,,,,,
26,26033,7,4,4,0,,,,,,,,
26,26033,8,11,5,6,,,,,,,,
26,26033,9,0,0,0,,,,,,,,
26,26034,1,2,2,0,,,,,,,,
26,26034,2,2,2,0,,,,,,,,
26,26034,3,0,0,0,,,,,,,,
26,26034,4,0,0,0,,,,,,,,
26,26034,5,0,0,0,,,,,,,,
26,26034,6,NA,NA,NA,,,,,,,,
26,26034,7,0,0,0,,,,,,,,
26,26034,8,0,0,0,,,,,,,,
26,26034,9,0,0,0,,,,,,,,
26,26035,1,19,17,2,,,,,,,,
26,26035,2,0,0,0,,,,,,,,
26,26035,3,0,0,0,,,,,,,,
26,26035,4,0,0,0,,,,,,,,
26,26035,5,0,0,0,,,,,,,,
26,26035,6,NA,NA,NA,,,,,,,,
26,26035,7,1,1,0,,,,,,,,
26,26035,8,1,1,0,,,,,,,,
26,26035,9,0,0,0,,,,,,,,
26,26036,1,34,30,4,,,,,,,,
26,26036,2,4,3,1,,,,,,,,
26,26036,3,3,1,2,,,,,,,,
26,26036,4,0,0,0,,,,,,,,
26,26036,5,0,0,0,,,,,,,,
26,26036,6,NA,NA,NA,,,,,,,,
26,26036,7,1,1,0,,,,,,,,
26,26036,8,1,0,1,,,,,,,,
26,26036,9,4,2,2,,,,,,,,
26,26037,1,4,3,1,,,,,,,,
26,26037,2,0,0,0,,,,,,,,
26,26037,3,0,0,0,,,,,,,,
26,26037,4,0,0,0,,,,,,,,
26,26037,5,0,0,0,,,,,,,,
26,26037,6,NA,NA,NA,,,,,,,,
26,26037,7,0,0,0,,,,,,,,
26,26037,8,0,0,0,,,,,,,,
26,26037,9,0,0,0,,,,,,,,
26,26038,1,7,5,2,,,,,,,,
26,26038,2,0,0,0,,,,,,,,
26,26038,3,0,0,0,,,,,,,,
26,26038,4,0,0,0,,,,,,,,
26,26038,5,0,0,0,,,,,,,,
26,26038,6,NA,NA,NA,,,,,,,,
26,26038,7,0,0,0,,,,,,,,
26,26038,8,0,0,0,,,,,,,,
26,26038,9,0,0,0,,,,,,,,
26,26039,1,7,5,2,,,,,,,,
26,26039,2,5,5,0,,,,,,,,
26,26039,3,0,0,0,,,,,,,,
26,26039,4,0,0,0,,,,,,,,
26,26039,5,0,0,0,,,,,,,,
26,26039,6,NA,NA,NA,,,,,,,,
26,26039,7,1,1,0,,,,,,,,
26,26039,8,1,0,1,,,,,,,,
26,26039,9,0,0,0,,,,,,,,
26,26040,1,4,4,0,,,,,,,,
26,26040,2,0,0,0,,,,,,,,
26,26040,3,0,0,0,,,,,,,,
26,26040,4,0,0,0,,,,,,,,
26,26040,5,0,0,0,,,,,,,,
26,26040,6,NA,NA,NA,,,,,,,,
26,26040,7,1,1,0,,,,,,,,
26,26040,8,0,0,0,,,,,,,,
26,26040,9,0,0,0,,,,,,,,
26,26041,1,47,40,7,,,,,,,,
26,26041,2,0,0,0,,,,,,,,
26,26041,3,0,0,0,,,,,,,,
26,26041,4,0,0,0,,,,,,,,
26,26041,5,0,0,0,,,,,,,,
26,26041,6,NA,NA,NA,,,,,,,,
26,26041,7,2,2,0,,,,,,,,
26,26041,8,2,1,1,,,,,,,,
26,26041,9,0,0,0,,,,,,,,
26,26042,1,246,205,41,,,,,,,,
26,26042,2,68,63,5,,,,,,,,
26,26042,3,0,0,0,,,,,,,,
26,26042,4,0,0,0,,,,,,,,
26,26042,5,0,0,0,,,,,,,,
26,26042,6,0,0,0,,,,,,,,
26,26042,7,4,4,0,,,,,,,,
26,26042,8,1,1,0,,,,,,,,
26,26042,9,0,0,0,,,,,,,,
26,26043,1,442,378,64,,,,,,,,
26,26043,2,90,83,7,,,,,,,,
26,26043,3,6,6,0,,,,,,,,
26,26043,4,0,0,0,,,,,,,,
26,26043,5,0,0,0,,,,,,,,
26,26043,6,NA,NA,NA,,,,,,,,
26,26043,7,15,14,1,,,,,,,,
26,26043,8,55,25,30,,,,,,,,
26,26043,9,0,0,0,,,,,,,,
26,26044,1,0,0,0,,,,,,,,
26,26044,2,0,0,0,,,,,,,,
26,26044,3,0,0,0,,,,,,,,
26,26044,4,0,0,0,,,,,,,,
26,26044,5,0,0,0,,,,,,,,
26,26044,6,NA,NA,NA,,,,,,,,
26,26044,7,0,0,0,,,,,,,,
26,26044,8,0,0,0,,,,,,,,
26,26044,9,0,0,0,,,,,,,,
26,26045,1,10,7,3,,,,,,,,
26,26045,2,0,0,0,,,,,,,,
26,26045,3,0,0,0,,,,,,,,
26,26045,4,0,0,0,,,,,,,,
26,26045,5,0,0,0,,,,,,,,
26,26045,6,NA,NA,NA,,,,,,,,
26,26045,7,1,1,0,,,,,,,,
26,26045,8,0,0,0,,,,,,,,
26,26045,9,0,0,0,,,,,,,,
26,26046,1,1,1,0,,,,,,,,
26,26046,2,0,0,0,,,,,,,,
26,26046,3,0,0,0,,,,,,,,
26,26046,4,0,0,0,,,,,,,,
26,26046,5,0,0,0,,,,,,,,
26,26046,6,NA,NA,NA,,,,,,,,
26,26046,7,0,0,0,,,,,,,,
26,26046,8,0,0,0,,,,,,,,
26,26046,9,0,0,0,,,,,,,,
26,26047,1,10,8,2,,,,,,,,
26,26047,2,0,0,0,,,,,,,,
26,26047,3,9,7,2,,,,,,,,
26,26047,4,0,0,0,,,,,,,,
26,26047,5,0,0,0,,,,,,,,
26,26047,6,NA,NA,NA,,,,,,,,
26,26047,7,1,1,0,,,,,,,,
26,26047,8,1,1,0,,,,,,,,
26,26047,9,0,0,0,,,,,,,,
26,26048,1,0,0,0,,,,,,,,
26,26048,2,0,0,0,,,,,,,,
26,26048,3,0,0,0,,,,,,,,
26,26048,4,0,0,0,,,,,,,,
26,26048,5,90,65,25,,,,,,,,
26,26048,6,NA,NA,NA,,,,,,,,
26,26048,7,2,2,0,,,,,,,,
26,26048,8,18,10,8,,,,,,,,
26,26048,9,13,8,5,,,,,,,,
26,26049,1,2,2,0,,,,,,,,
26,26049,2,0,0,0,,,,,,,,
26,26049,3,0,0,0,,,,,,,,
26,26049,4,0,0,0,,,,,,,,
26,26049,5,0,0,0,,,,,,,,
26,26049,6,NA,NA,NA,,,,,,,,
26,26049,7,1,1,0,,,,,,,,
26,26049,8,0,0,0,,,,,,,,
26,26049,9,1,0,1,,,,,,,,
26,26050,1,1,1,0,,,,,,,,
26,26050,2,0,0,0,,,,,,,,
26,26050,3,0,0,0,,,,,,,,
26,26050,4,0,0,0,,,,,,,,
26,26050,5,0,0,0,,,,,,,,
26,26050,6,NA,NA,NA,,,,,,,,
26,26050,7,1,1,0,,,,,,,,
26,26050,8,0,0,0,,,,,,,,
26,26050,9,0,0,0,,,,,,,,
26,26051,1,5,5,0,,,,,,,,
26,26051,2,0,0,0,,,,,,,,
26,26051,3,0,0,0,,,,,,,,
26,26051,4,0,0,0,,,,,,,,
26,26051,5,0,0,0,,,,,,,,
26,26051,6,NA,NA,NA,,,,,,,,
26,26051,7,0,0,0,,,,,,,,
26,26051,8,3,2,1,,,,,,,,
26,26051,9,0,0,0,,,,,,,,
26,26052,1,10,7,3,,,,,,,,
26,26052,2,0,0,0,,,,,,,,
26,26052,3,0,0,0,,,,,,,,
26,26052,4,0,0,0,,,,,,,,
26,26052,5,0,0,0,,,,,,,,
26,26052,6,NA,NA,NA,,,,,,,,
26,26052,7,1,1,0,,,,,,,,
26,26052,8,2,1,1,,,,,,,,
26,26052,9,0,0,0,,,,,,,,
26,26053,1,3,3,0,,,,,,,,
26,26053,2,0,0,0,,,,,,,,
26,26053,3,0,0,0,,,,,,,,
26,26053,4,0,0,0,,,,,,,,
26,26053,5,0,0,0,,,,,,,,
26,26053,6,NA,NA,NA,,,,,,,,
26,26053,7,0,0,0,,,,,,,,
26,26053,8,1,0,1,,,,,,,,
26,26053,9,0,0,0,,,,,,,,
26,26054,1,1,1,0,,,,,,,,
26,26054,2,0,0,0,,,,,,,,
26,26054,3,0,0,0,,,,,,,,
26,26054,4,0,0,0,,,,,,,,
26,26054,5,0,0,0,,,,,,,,
26,26054,6,NA,NA,NA,,,,,,,,
26,26054,7,0,0,0,,,,,,,,
26,26054,8,0,0,0,,,,,,,,
26,26054,9,0,0,0,,,,,,,,
26,26055,1,224,175,49,,,,,,,,
26,26055,2,23,19,4,,,,,,,,
26,26055,3,0,0,0,,,,,,,,
26,26055,4,0,0,0,,,,,,,,
26,26055,5,0,0,0,,,,,,,,
26,26055,6,NA,NA,NA,,,,,,,,
26,26055,7,6,6,0,,,,,,,,
26,26055,8,35,10,25,,,,,,,,
26,26055,9,14,9,5,,,,,,,,
26,26056,1,10,8,2,,,,,,,,
26,26056,2,1,1,0,,,,,,,,
26,26056,3,0,0,0,,,,,,,,
26,26056,4,0,0,0,,,,,,,,
26,26056,5,0,0,0,,,,,,,,
26,26056,6,NA,NA,NA,,,,,,,,
26,26056,7,1,1,0,,,,,,,,
26,26056,8,1,0,1,,,,,,,,
26,26056,9,0,0,0,,,,,,,,
26,26057,1,0,0,0,,,,,,,,
26,26057,2,0,0,0,,,,,,,,
26,26057,3,0,0,0,,,,,,,,
26,26057,4,0,0,0,,,,,,,,
26,26057,5,0,0,0,,,,,,,,
26,26057,6,NA,NA,NA,,,,,,,,
26,26057,7,0,0,0,,,,,,,,
26,26057,8,0,0,0,,,,,,,,
26,26057,9,0,0,0,,,,,,,,
26,26058,1,22,17,5,,,,,,,,
26,26058,2,0,0,0,,,,,,,,
26,26058,3,4,3,1,,,,,,,,
26,26058,4,0,0,0,,,,,,,,
26,26058,5,0,0,0,,,,,,,,
26,26058,6,NA,NA,NA,,,,,,,,
26,26058,7,2,2,0,,,,,,,,
26,26058,8,2,1,1,,,,,,,,
26,26058,9,0,0,0,,,,,,,,
26,26059,1,2,2,0,,,,,,,,
26,26059,2,0,0,0,,,,,,,,
26,26059,3,0,0,0,,,,,,,,
26,26059,4,0,0,0,,,,,,,,
26,26059,5,0,0,0,,,,,,,,
26,26059,6,NA,NA,NA,,,,,,,,
26,26059,7,2,2,0,,,,,,,,
26,26059,8,2,2,0,,,,,,,,
26,26059,9,0,0,0,,,,,,,,
26,26060,1,3,3,0,,,,,,,,
26,26060,2,0,0,0,,,,,,,,
26,26060,3,0,0,0,,,,,,,,
26,26060,4,0,0,0,,,,,,,,
26,26060,5,0,0,0,,,,,,,,
26,26060,6,NA,NA,NA,,,,,,,,
26,26060,7,0,0,0,,,,,,,,
26,26060,8,0,0,0,,,,,,,,
26,26060,9,0,0,0,,,,,,,,
26,26061,1,2,2,0,,,,,,,,
26,26061,2,0,0,0,,,,,,,,
26,26061,3,0,0,0,,,,,,,,
26,26061,4,0,0,0,,,,,,,,
26,26061,5,0,0,0,,,,,,,,
26,26061,6,NA,NA,NA,,,,,,,,
26,26061,7,0,0,0,,,,,,,,
26,26061,8,0,0,0,,,,,,,,
26,26061,9,1,1,0,,,,,,,,
26,26062,1,2,2,0,,,,,,,,
26,26062,2,0,0,0,,,,,,,,
26,26062,3,0,0,0,,,,,,,,
26,26062,4,0,0,0,,,,,,,,
26,26062,5,0,0,0,,,,,,,,
26,26062,6,NA,NA,NA,,,,,,,,
26,26062,7,0,0,0,,,,,,,,
26,26062,8,0,0,0,,,,,,,,
26,26062,9,0,0,0,,,,,,,,
26,26063,1,2,2,0,,,,,,,,
26,26063,2,0,0,0,,,,,,,,
26,26063,3,0,0,0,,,,,,,,
26,26063,4,0,0,0,,,,,,,,
26,26063,5,0,0,0,,,,,,,,
26,26063,6,NA,NA,NA,,,,,,,,
26,26063,7,0,0,0,,,,,,,,
26,26063,8,0,0,0,,,,,,,,
26,26063,9,0,0,0,,,,,,,,
26,26064,1,1,1,0,,,,,,,,
26,26064,2,0,0,0,,,,,,,,
26,26064,3,0,0,0,,,,,,,,
26,26064,4,0,0,0,,,,,,,,
26,26064,5,0,0,0,,,,,,,,
26,26064,6,NA,NA,NA,,,,,,,,
26,26064,7,0,0,0,,,,,,,,
26,26064,8,1,0,1,,,,,,,,
26,26064,9,0,0,0,,,,,,,,
26,26065,1,1,1,0,,,,,,,,
26,26065,2,0,0,0,,,,,,,,
26,26065,3,0,0,0,,,,,,,,
26,26065,4,0,0,0,,,,,,,,
26,26065,5,0,0,0,,,,,,,,
26,26065,6,NA,NA,NA,,,,,,,,
26,26065,7,0,0,0,,,,,,,,
26,26065,8,0,0,0,,,,,,,,
26,26065,9,0,0,0,,,,,,,,
26,26066,1,9,6,3,,,,,,,,
26,26066,2,0,0,0,,,,,,,,
26,26066,3,0,0,0,,,,,,,,
26,26066,4,0,0,0,,,,,,,,
26,26066,5,0,0,0,,,,,,,,
26,26066,6,NA,NA,NA,,,,,,,,
26,26066,7,1,1,0,,,,,,,,
26,26066,8,0,0,0,,,,,,,,
26,26066,9,0,0,0,,,,,,,,
26,26067,1,2,2,0,,,,,,,,
26,26067,2,2,2,0,,,,,,,,
26,26067,3,0,0,0,,,,,,,,
26,26067,4,0,0,0,,,,,,,,
26,26067,5,0,0,0,,,,,,,,
26,26067,6,NA,NA,NA,,,,,,,,
26,26067,7,0,0,0,,,,,,,,
26,26067,8,0,0,0,,,,,,,,
26,26067,9,0,0,0,,,,,,,,
26,26068,1,3,3,0,,,,,,,,
26,26068,2,0,0,0,,,,,,,,
26,26068,3,0,0,0,,,,,,,,
26,26068,4,0,0,0,,,,,,,,
26,26068,5,0,0,0,,,,,,,,
26,26068,6,NA,NA,NA,,,,,,,,
26,26068,7,0,0,0,,,,,,,,
26,26068,8,1,0,1,,,,,,,,
26,26068,9,0,0,0,,,,,,,,
26,26069,1,0,0,0,,,,,,,,
26,26069,2,0,0,0,,,,,,,,
26,26069,3,0,0,0,,,,,,,,
26,26069,4,0,0,0,,,,,,,,
26,26069,5,7,7,0,,,,,,,,
26,26069,6,0,0,0,,,,,,,,
26,26069,7,1,1,0,,,,,,,,
26,26069,8,2,0,2,,,,,,,,
26,26069,9,0,0,0,,,,,,,,
26,26070,1,19,16,3,,,,,,,,
26,26070,2,0,0,0,,,,,,,,
26,26070,3,14,12,2,,,,,,,,
26,26070,4,0,0,0,,,,,,,,
26,26070,5,0,0,0,,,,,,,,
26,26070,6,NA,NA,NA,,,,,,,,
26,26070,7,2,2,0,,,,,,,,
26,26070,8,3,2,1,,,,,,,,
26,26070,9,0,0,0,,,,,,,,
26,26071,1,42,40,2,,,,,,,,
26,26071,2,0,0,0,,,,,,,,
26,26071,3,0,0,0,,,,,,,,
26,26071,4,0,0,0,,,,,,,,
26,26071,5,0,0,0,,,,,,,,
26,26071,6,NA,NA,NA,,,,,,,,
26,26071,7,2,2,0,,,,,,,,
26,26071,8,2,0,2,,,,,,,,
26,26071,9,0,0,0,,,,,,,,
26,26072,1,56,45,11,,,,,,,,
26,26072,2,0,0,0,,,,,,,,
26,26072,3,0,0,0,,,,,,,,
26,26072,4,0,0,0,,,,,,,,
26,26072,5,0,0,0,,,,,,,,
26,26072,6,NA,NA,NA,,,,,,,,
